applicant_id,applicant_name,ssn,email,street_address,zip,birth_date,region,annual_income,debt_to_income,credit_history_years,delinquencies_2y,employment_years,loan_amount,area_risk_score,collections_flag_post_decision,repaid
APP02949,Ravi Kim,997-97-4221,ravi.kim185@example.com,6493 Pine Rd,90771,1977-06-16,metro,21800.0,0.432,7.1,1,6.7,16300.0,36.0,0,0
APP02950,Kevin Ramirez,930-40-1557,kevin.ramirez407@example.com,1979 Lakeview Blvd,96147,1977-01-02,rural,77700.0,0.526,7.4,1,5.5,14300.0,78.6,1,0
APP02951,Aisha Ali,975-77-1656,aisha.ali124@example.com,2443 Hillcrest Way,90042,1986-03-24,metro,52900.0,0.325,14.0,1,5.3,27600.0,12.5,1,0
APP02952,Priya Chen,986-58-1331,priya.chen541@example.com,3019 Pine Rd,90325,1970-11-01,metro,48700.0,0.435,10.6,1,5.8,23400.0,41.0,1,0
APP02953,Hiro Lee,986-19-4972,hiro.lee61@example.com,5399 Maple Ave,90255,1952-03-12,metro,49100.0,0.306,8.5,2,5.8,18700.0,23.3,1,0
APP02954,Ravi Davis,958-35-8554,ravi.davis753@example.com,8018 Cedar Ln,90338,1991-12-15,metro,64000.0,0.422,3.0,0,14.8,24000.0,14.9,1,0
APP02955,Noah Johnson,928-82-9388,noah.johnson743@example.com,6213 Hillcrest Way,91347,1957-06-13,metro,47500.0,0.514,11.0,1,0.9,24300.0,26.9,1,0
APP02956,Carlos Taylor,994-70-1650,carlos.taylor299@example.com,7074 Oak St,90259,1990-09-06,metro,70300.0,0.365,8.1,0,10.6,5500.0,39.8,0,1
APP02957,Aisha Hernandez,969-93-7558,aisha.hernandez519@example.com,4352 Cedar Ln,91711,1980-09-16,metro,62800.0,0.349,3.3,0,6.9,23500.0,38.9,1,0
APP02958,Fatima Moore,901-63-3902,fatima.moore666@example.com,6636 Oak St,90768,1991-01-21,metro,60600.0,0.382,4.6,2,6.1,22800.0,39.6,1,0
APP02959,Olivia Johnson,908-92-4324,olivia.johnson972@example.com,1200 Pine Rd,95909,1990-05-20,rural,54500.0,0.414,3.5,0,3.1,24600.0,70.9,0,1
APP02960,Ravi Brown,937-47-4407,ravi.brown677@example.com,6940 Maple Ave,96017,1975-02-24,rural,80500.0,0.429,1.3,1,0.9,17500.0,89.5,1,0
APP02961,Priya Singh,921-48-7185,priya.singh613@example.com,2276 Maple Ave,90319,1971-10-06,metro,49500.0,0.63,8.5,0,4.6,20200.0,31.9,1,0
APP02962,Kevin Smith,905-53-1281,kevin.smith746@example.com,23 Oak St,90110,1952-02-13,metro,33900.0,0.399,5.1,0,7.1,5400.0,43.3,1,0
APP02963,Ravi Clark,972-20-3707,ravi.clark929@example.com,9932 Lakeview Blvd,90281,1996-08-04,metro,70900.0,0.426,7.5,0,21.6,27300.0,39.3,0,1
APP02964,Sofia Patel,950-71-1745,sofia.patel625@example.com,1060 Maple Ave,96185,1967-02-18,rural,82800.0,0.662,5.1,1,5.9,28800.0,84.0,1,0
APP02965,Ravi Chen,944-43-8155,ravi.chen799@example.com,5129 Elm Dr,95968,1956-05-21,rural,68800.0,0.678,8.1,1,1.4,30800.0,82.2,1,0
APP02966,Olivia Nguyen,935-65-2628,olivia.nguyen669@example.com,2155 Lakeview Blvd,96130,1972-03-21,rural,48600.0,0.354,14.4,0,4.2,22200.0,66.8,0,1
APP02967,Aisha Johnson,930-71-1414,aisha.johnson169@example.com,4854 Pine Rd,91794,1953-06-05,metro,50900.0,0.291,12.9,0,6.0,21300.0,41.4,0,1
APP02968,Fatima Chen,920-30-1277,fatima.chen111@example.com,9387 Pine Rd,91107,1970-10-26,metro,66000.0,0.343,3.3,2,11.0,14900.0,28.7,0,1
APP02969,Alex Martinez,976-48-4100,alex.martinez110@example.com,7640 Hillcrest Way,91524,1987-05-31,metro,54400.0,0.392,11.6,0,7.6,28000.0,17.6,1,0
APP02970,Mateo Garcia,954-19-4884,mateo.garcia878@example.com,4972 Cedar Ln,90291,1977-09-27,metro,47400.0,0.483,9.1,0,4.0,13600.0,46.4,1,0
APP02971,Fatima Smith,928-59-7089,fatima.smith829@example.com,25 Maple Ave,90482,1988-01-25,metro,45400.0,0.207,4.3,1,5.5,20400.0,30.6,0,1
APP02972,Omar Clark,979-10-6197,omar.clark857@example.com,3271 Lakeview Blvd,90955,1977-12-01,metro,77000.0,0.292,9.0,1,4.6,17900.0,44.9,1,0
APP02973,Grace Lopez,914-68-3436,grace.lopez468@example.com,6743 Elm Dr,90583,1965-01-15,metro,105900.0,0.196,8.1,0,5.0,27600.0,47.4,0,1
APP02974,Hiro Singh,934-63-1552,hiro.singh120@example.com,8258 Hillcrest Way,91957,2001-08-09,metro,120900.0,0.448,15.7,0,7.1,38100.0,33.4,0,1
APP02975,Chloe Ramirez,981-45-7495,chloe.ramirez157@example.com,6383 Hillcrest Way,96157,1963-11-11,rural,83100.0,0.462,3.8,0,6.9,33400.0,82.0,0,0
APP02976,Noah Lopez,976-96-8495,noah.lopez609@example.com,3044 Oak St,96093,1955-02-14,rural,29100.0,0.364,11.0,1,2.5,23400.0,69.2,0,0
APP02977,Omar Taylor,905-94-3357,omar.taylor803@example.com,5143 Elm Dr,90519,1953-05-22,metro,53700.0,0.187,11.3,0,,23100.0,27.5,0,1
APP02978,Aisha Johnson,969-66-6426,aisha.johnson677@example.com,771 Maple Ave,96176,1961-02-13,rural,96200.0,0.2,9.4,1,2.4,17800.0,74.8,0,1
APP02979,Daniel Lee,947-81-8347,daniel.lee770@example.com,6549 Cedar Ln,90557,1973-05-01,metro,68900.0,0.37,4.7,1,6.0,23400.0,40.1,1,0
APP02980,Omar Smith,943-81-8888,omar.smith75@example.com,1740 Cedar Ln,91737,1980-02-22,metro,100100.0,0.363,11.1,0,,15500.0,54.1,0,1
APP02981,Emma Ali,996-23-6298,emma.ali83@example.com,5904 Pine Rd,91132,1967-04-01,metro,48900.0,0.342,4.6,0,10.0,30100.0,39.7,0,0
APP02982,Noah Chen,917-29-7352,noah.chen925@example.com,17 Elm Dr,91526,1997-10-23,metro,68400.0,0.473,12.7,0,2.5,17800.0,30.5,0,0
APP02983,Olivia Ramirez,924-79-1490,olivia.ramirez852@example.com,7546 Oak St,90172,1964-06-24,metro,61000.0,0.377,10.2,0,3.7,27100.0,39.0,1,1
APP02984,Ravi Smith,907-37-1329,ravi.smith416@example.com,6318 Maple Ave,90439,1992-05-16,metro,86800.0,0.464,6.6,0,2.5,15000.0,29.0,0,0
APP02985,Maria Nguyen,915-83-9347,maria.nguyen476@example.com,6017 Elm Dr,91874,1970-09-21,metro,37900.0,0.333,7.1,1,2.4,15600.0,42.7,1,0
APP02986,Alex Wilson,943-94-1778,alex.wilson628@example.com,8750 Cedar Ln,91371,1971-01-01,metro,53500.0,0.261,8.4,0,3.1,23300.0,33.9,0,1
APP02987,Linh Garcia,993-46-7554,linh.garcia937@example.com,5193 Maple Ave,90987,1971-05-09,metro,51900.0,0.321,8.1,0,5.1,33500.0,34.4,1,0
APP02988,Olivia Johnson,983-29-8603,olivia.johnson564@example.com,8711 Pine Rd,91122,1971-10-27,metro,46500.0,0.192,13.5,0,6.2,18500.0,51.4,0,1
APP02989,Carlos Nguyen,953-48-7749,carlos.nguyen202@example.com,7582 Pine Rd,90795,1988-12-19,metro,97700.0,0.514,5.6,1,12.2,22700.0,24.9,1,0
APP02990,Omar Ramirez,918-30-1320,omar.ramirez487@example.com,7397 Pine Rd,91840,1966-12-08,metro,34300.0,0.294,6.2,0,4.2,22300.0,27.0,1,0
APP02991,Ravi Wilson,947-14-9079,ravi.wilson182@example.com,6912 Pine Rd,91240,1962-12-13,metro,50800.0,0.39,14.3,0,11.1,21000.0,26.3,0,1
APP02992,James Kim,998-55-7973,james.kim683@example.com,2058 Lakeview Blvd,90745,1978-09-22,metro,73900.0,0.404,7.0,0,6.4,24000.0,55.2,0,1
APP02993,Omar Lee,911-54-4759,omar.lee115@example.com,3366 Hillcrest Way,90389,1964-06-11,metro,43800.0,0.307,16.0,0,6.4,31300.0,33.7,1,0
APP02994,Sofia Wilson,921-82-9514,sofia.wilson345@example.com,2840 Hillcrest Way,95909,1983-03-08,rural,68500.0,0.283,6.0,2,2.0,21900.0,82.1,0,1
APP02995,Mateo Singh,964-41-7152,mateo.singh44@example.com,9063 Elm Dr,91507,1989-01-13,metro,104200.0,0.438,6.6,0,6.1,23300.0,38.6,1,0
APP02996,Chloe Ramirez,958-81-1536,chloe.ramirez932@example.com,1501 Pine Rd,90099,1978-11-21,metro,37200.0,0.506,5.4,0,8.2,10000.0,35.5,0,1
APP02997,Maria Lee,927-22-9607,maria.lee972@example.com,9712 Oak St,90089,1967-12-06,metro,62300.0,0.351,9.7,0,7.2,35500.0,31.5,0,1
APP02998,Omar Kim,911-70-1326,omar.kim536@example.com,769 Maple Ave,90633,1962-01-23,metro,55500.0,0.212,5.3,0,7.0,30400.0,25.4,0,1
APP02999,Kevin Wilson,916-20-1306,kevin.wilson643@example.com,3870 Maple Ave,91068,1997-11-17,metro,62500.0,0.324,20.5,1,8.7,32300.0,50.5,0,1
APP03000,Emma Davis,944-69-6268,emma.davis358@example.com,598 Cedar Ln,91081,1965-08-16,metro,109200.0,0.38,24.9,0,2.2,15000.0,26.7,0,1
APP03001,Sofia Taylor,967-54-1827,sofia.taylor494@example.com,2736 Lakeview Blvd,96150,1951-08-14,rural,,0.38,6.0,2,2.4,24000.0,72.8,1,0
APP03002,Olivia Nguyen,941-95-1919,olivia.nguyen84@example.com,2045 Cedar Ln,90853,1973-06-22,metro,89000.0,0.518,15.5,0,,13300.0,30.8,0,1
APP03003,Hiro Smith,928-31-2753,hiro.smith96@example.com,9666 Pine Rd,91383,1962-04-28,metro,60100.0,0.436,8.5,0,2.7,24300.0,42.6,1,0
APP03004,Daniel Ramirez,931-12-2365,daniel.ramirez91@example.com,7184 Oak St,90857,1987-06-26,metro,40200.0,0.074,13.9,1,2.4,26800.0,34.2,0,1
APP03005,Olivia Patel,993-57-1547,olivia.patel194@example.com,2876 Lakeview Blvd,90143,1951-01-18,metro,50300.0,0.375,4.3,1,3.7,18500.0,35.6,0,0
APP03006,Kevin Singh,929-34-8170,kevin.singh364@example.com,909 Elm Dr,90040,1986-08-26,metro,112400.0,0.437,9.7,1,0.0,7700.0,36.6,0,1
APP03007,Maria Lee,969-99-1251,maria.lee382@example.com,3675 Hillcrest Way,96025,1976-03-08,rural,31100.0,0.453,5.5,0,5.1,14800.0,67.1,1,0
APP03008,Alex Smith,937-39-3117,alex.smith555@example.com,7801 Oak St,90096,1992-08-03,metro,86000.0,0.555,25.9,2,6.8,11100.0,24.9,1,0
APP03009,Sofia Patel,937-35-4788,sofia.patel948@example.com,2304 Maple Ave,96173,1963-01-09,rural,104300.0,0.332,10.0,0,5.8,20300.0,87.0,0,1
APP03010,Maria Singh,996-46-9830,maria.singh471@example.com,5311 Lakeview Blvd,96156,1963-05-06,rural,43800.0,0.249,9.2,0,2.8,27700.0,79.8,1,0
APP03011,Noah Hernandez,950-83-9137,noah.hernandez806@example.com,5039 Cedar Ln,91323,1950-04-05,metro,36000.0,0.416,12.2,2,9.1,9000.0,28.5,1,0
APP03012,Priya Martinez,976-47-1029,priya.martinez416@example.com,4165 Maple Ave,96182,1997-09-28,rural,94500.0,0.401,3.0,2,3.0,20000.0,69.0,1,0
APP03013,Noah Garcia,920-56-6487,noah.garcia177@example.com,4871 Pine Rd,90492,1965-09-13,metro,132100.0,0.224,4.9,0,4.0,26400.0,44.1,1,1
APP03014,Emma Clark,916-18-8784,emma.clark589@example.com,3229 Oak St,91369,1993-05-13,metro,60700.0,0.418,22.0,0,,17500.0,46.4,1,0
APP03015,Sofia Hernandez,901-63-6889,sofia.hernandez561@example.com,6639 Pine Rd,90874,1960-02-04,metro,25700.0,0.19,5.3,1,6.3,16400.0,35.2,1,0
APP03016,Priya Ali,970-90-8081,priya.ali837@example.com,7100 Cedar Ln,90200,1951-10-03,metro,45800.0,0.456,6.1,1,9.9,26900.0,21.5,0,0
APP03017,Hiro Martinez,921-85-2211,hiro.martinez264@example.com,9149 Hillcrest Way,91342,1968-11-06,metro,117100.0,0.27,16.4,1,14.1,26600.0,34.6,0,1
APP03018,Olivia Martinez,942-19-1934,olivia.martinez951@example.com,5846 Pine Rd,96017,1953-08-20,rural,39300.0,0.409,3.6,0,4.0,27200.0,84.4,0,0
APP03019,Omar Ramirez,950-46-4436,omar.ramirez806@example.com,7408 Elm Dr,96089,1998-11-25,rural,34400.0,0.234,10.9,1,10.2,19800.0,74.7,0,1
APP03020,Linh Wilson,974-30-6853,linh.wilson540@example.com,8886 Hillcrest Way,91263,2000-04-09,metro,30300.0,0.199,17.8,2,11.9,18200.0,31.6,1,0
APP03021,James Clark,967-22-4994,james.clark329@example.com,4735 Lakeview Blvd,91367,1970-04-25,metro,58800.0,0.25,9.6,1,6.1,13600.0,38.4,0,1
APP03022,Mateo Singh,953-55-7415,mateo.singh646@example.com,7661 Maple Ave,90723,1965-01-19,metro,102800.0,0.47,17.4,1,11.5,27100.0,34.3,0,1
APP03023,Emma Martinez,964-98-1530,emma.martinez138@example.com,227 Elm Dr,90824,1985-05-30,metro,72000.0,0.222,11.1,0,6.7,20200.0,29.1,0,1
APP03024,Noah Davis,955-52-1446,noah.davis871@example.com,6171 Lakeview Blvd,96162,1989-06-16,rural,51400.0,0.378,11.2,0,3.3,20900.0,70.0,1,0
APP03025,Linh Lee,907-29-3602,linh.lee719@example.com,1796 Pine Rd,96073,1971-05-18,rural,74200.0,0.345,7.4,0,,19900.0,75.4,1,0
APP03026,Aisha Johnson,905-37-9240,aisha.johnson579@example.com,8159 Elm Dr,91683,1964-02-29,metro,50600.0,0.57,7.4,0,9.4,23200.0,31.6,1,0
APP03027,Grace Brown,941-14-8974,grace.brown264@example.com,6427 Hillcrest Way,90271,1969-11-30,metro,107000.0,0.214,10.4,0,2.9,24600.0,35.2,0,1
APP03028,Ravi Taylor,986-65-8288,ravi.taylor560@example.com,9623 Maple Ave,96167,1994-03-17,rural,42000.0,0.39,6.0,1,1.5,27400.0,65.8,1,0
APP03029,Noah Ramirez,998-48-8910,noah.ramirez295@example.com,9071 Lakeview Blvd,90443,1962-06-11,metro,82300.0,0.417,9.4,1,18.1,14200.0,25.3,1,0
APP03030,Linh Taylor,918-47-9097,linh.taylor289@example.com,2546 Pine Rd,90113,1994-09-22,metro,34100.0,0.507,18.5,0,4.4,15900.0,38.1,0,0
APP03031,Mateo Ali,947-58-5046,mateo.ali230@example.com,7149 Lakeview Blvd,90353,1966-06-20,metro,95600.0,0.277,8.9,0,7.0,15100.0,38.9,1,0
APP03032,Priya Brown,948-14-1960,priya.brown280@example.com,3954 Lakeview Blvd,91072,1964-06-06,metro,47800.0,0.569,12.2,0,8.9,23700.0,20.8,0,1
APP03033,Emma Moore,992-44-5654,emma.moore133@example.com,2678 Hillcrest Way,90860,1958-06-28,metro,80000.0,0.278,17.7,0,4.1,23000.0,46.9,0,1
APP03034,Daniel Wilson,903-15-1667,daniel.wilson465@example.com,5281 Hillcrest Way,90788,1957-11-04,metro,59200.0,0.233,9.3,0,3.5,37000.0,28.4,0,1
APP03035,Hiro Ali,956-22-1509,hiro.ali77@example.com,9712 Oak St,90042,1978-02-03,metro,73800.0,0.496,9.4,1,2.9,32300.0,31.2,1,0
APP03036,Aisha Davis,911-17-9054,aisha.davis510@example.com,6808 Pine Rd,96080,1989-01-10,rural,,0.329,5.7,0,10.7,12500.0,77.1,0,1
APP03037,Noah Ali,910-51-6668,noah.ali772@example.com,719 Cedar Ln,91233,1991-12-11,metro,69400.0,0.21,4.3,0,5.3,14500.0,38.2,1,1
APP03038,Grace Garcia,993-20-4392,grace.garcia334@example.com,9735 Pine Rd,91623,1988-10-16,metro,72100.0,0.336,8.9,0,3.7,30200.0,33.7,0,0
APP03039,Carlos Singh,928-58-2401,carlos.singh580@example.com,6115 Elm Dr,91551,1980-09-30,metro,122000.0,0.366,5.0,0,8.9,11700.0,30.3,0,1
APP03040,Hiro Ali,902-93-5851,hiro.ali402@example.com,8307 Pine Rd,95923,1999-04-19,rural,45900.0,0.142,11.1,0,2.9,23900.0,60.5,0,1
APP03041,Mateo Ali,912-47-1885,mateo.ali971@example.com,9449 Pine Rd,90881,1958-03-14,metro,120800.0,0.497,15.6,0,2.4,24100.0,30.7,0,1
APP03042,James Wilson,997-58-4683,james.wilson668@example.com,4739 Lakeview Blvd,96062,1957-09-28,rural,65900.0,0.346,4.6,2,8.4,26100.0,84.2,1,0
APP03043,Omar Clark,989-32-9015,omar.clark407@example.com,3559 Elm Dr,91387,1967-12-16,metro,62800.0,0.369,9.1,1,9.5,21900.0,37.6,0,1
APP03044,Fatima Lee,906-16-6738,fatima.lee868@example.com,8331 Maple Ave,90502,1971-07-02,metro,51400.0,0.23,5.4,1,6.6,19800.0,43.8,0,1
APP03045,Omar Martinez,985-63-5276,omar.martinez766@example.com,5734 Oak St,90772,1998-07-25,metro,45200.0,0.325,5.3,1,9.5,27800.0,20.8,0,0
APP03046,Noah Lee,915-57-4883,noah.lee863@example.com,4399 Elm Dr,90807,1951-10-29,metro,98100.0,0.556,5.6,1,4.4,15200.0,26.8,1,0
APP03047,Alex Lopez,933-86-4651,alex.lopez200@example.com,4271 Pine Rd,90445,1965-01-02,metro,86800.0,0.411,1.8,0,5.2,33600.0,56.3,1,0
APP03048,Fatima Davis,966-29-6845,fatima.davis564@example.com,3085 Hillcrest Way,96196,1979-07-13,rural,40000.0,0.418,5.5,0,7.3,21000.0,67.7,0,0
APP03049,Hiro Kim,924-21-4986,hiro.kim619@example.com,7566 Maple Ave,90012,1975-11-14,metro,37900.0,0.539,8.2,0,11.4,29400.0,28.1,1,0
APP03050,Carlos Singh,927-95-7036,carlos.singh846@example.com,3166 Hillcrest Way,91532,1996-10-03,metro,51700.0,0.341,6.2,1,5.7,5700.0,29.7,1,0
APP03051,Sofia Moore,960-42-4530,sofia.moore166@example.com,9796 Oak St,96179,1978-09-22,rural,,0.434,7.3,0,7.4,16500.0,80.0,1,0
APP03052,Mateo Taylor,973-28-5466,mateo.taylor39@example.com,7519 Oak St,90996,1981-03-23,metro,47900.0,0.424,5.4,1,7.0,24100.0,23.1,1,0
APP03053,Omar Garcia,903-39-8661,omar.garcia1@example.com,5300 Oak St,91528,1960-07-15,metro,52500.0,0.233,9.0,0,3.2,29200.0,14.5,0,1
APP03054,Emma Singh,911-49-6799,emma.singh985@example.com,7904 Elm Dr,90916,1998-06-06,metro,45100.0,0.279,2.9,2,2.0,28700.0,22.6,1,0
APP03055,Linh Clark,969-58-5660,linh.clark312@example.com,6402 Oak St,95921,1972-08-15,rural,50600.0,0.3,8.6,0,4.6,14100.0,70.1,0,1
APP03056,Noah Patel,908-23-2751,noah.patel960@example.com,3307 Maple Ave,96172,1985-01-25,rural,42400.0,0.528,4.3,0,4.7,28900.0,75.4,1,0
APP03057,Sofia Ramirez,977-84-8840,sofia.ramirez86@example.com,9548 Lakeview Blvd,90955,1965-10-19,metro,27500.0,0.499,7.0,0,4.3,3400.0,19.5,1,0
APP03058,Aisha Kim,952-14-7037,aisha.kim245@example.com,8937 Hillcrest Way,91871,1968-04-03,metro,61800.0,0.429,12.6,0,6.4,20200.0,26.1,1,0
APP03059,Kevin Brown,929-11-3197,kevin.brown902@example.com,9046 Maple Ave,96098,1958-04-18,rural,58900.0,0.22,4.6,0,,18100.0,83.7,1,0
APP03060,Maria Smith,951-22-2679,maria.smith972@example.com,7817 Elm Dr,90066,1988-10-19,metro,56000.0,0.205,11.1,1,18.9,26300.0,34.6,0,1
APP03061,Priya Davis,987-37-4700,priya.davis645@example.com,5906 Hillcrest Way,91446,1985-07-12,metro,58400.0,0.325,14.5,0,4.8,27500.0,38.5,0,1
APP03062,James Lopez,931-28-7672,james.lopez778@example.com,5444 Pine Rd,91448,1957-03-20,metro,69700.0,0.289,6.5,0,0.9,32800.0,47.0,0,1
APP03063,Grace Garcia,904-31-4096,grace.garcia270@example.com,2525 Cedar Ln,90996,1966-05-09,metro,53200.0,0.32,7.8,0,5.7,17000.0,48.0,0,1
APP03064,Sofia Ramirez,934-86-1282,sofia.ramirez928@example.com,3808 Cedar Ln,96139,1996-10-03,rural,62600.0,0.378,8.7,0,2.8,24800.0,100.0,1,0
APP03065,Omar Lee,924-20-8775,omar.lee201@example.com,8060 Lakeview Blvd,91069,1981-10-15,metro,105700.0,0.595,26.8,0,6.1,12400.0,36.3,0,1
APP03066,James Garcia,918-91-6421,james.garcia641@example.com,7555 Hillcrest Way,90011,1984-03-10,metro,58000.0,0.321,6.0,0,6.0,28100.0,38.6,0,1
APP03067,Omar Lopez,936-82-9262,omar.lopez93@example.com,5847 Elm Dr,96083,1993-05-24,rural,61900.0,0.448,8.0,0,6.2,12800.0,65.9,1,0
APP03068,Priya Nguyen,982-24-3406,priya.nguyen668@example.com,4992 Pine Rd,90697,1996-06-03,metro,93200.0,0.371,23.8,0,8.5,28700.0,27.1,1,0
APP03069,Chloe Kim,910-59-3864,chloe.kim445@example.com,8010 Elm Dr,96174,1990-01-25,rural,38900.0,0.191,14.2,1,7.2,25200.0,74.5,0,0
APP03070,Aisha Johnson,959-92-8322,aisha.johnson605@example.com,8371 Pine Rd,96009,1993-01-25,rural,,0.176,19.6,0,5.8,27900.0,70.3,1,0
APP03071,Daniel Brown,990-33-3351,daniel.brown830@example.com,2554 Hillcrest Way,91474,1967-11-23,metro,31100.0,0.442,7.5,1,1.5,43200.0,38.1,1,0
APP03072,Alex Singh,949-41-4149,alex.singh807@example.com,4063 Oak St,91692,1985-11-27,metro,221600.0,0.27,15.6,0,9.9,31900.0,26.7,0,1
APP03073,Ravi Smith,986-92-4977,ravi.smith720@example.com,6412 Hillcrest Way,96036,1998-06-11,rural,54400.0,0.31,13.3,2,10.1,29900.0,73.1,1,0
APP03074,Daniel Johnson,910-88-2673,daniel.johnson741@example.com,5783 Oak St,90065,1992-05-22,metro,71600.0,0.274,3.0,0,5.5,19500.0,21.3,1,0
APP03075,Alex Smith,975-69-8280,alex.smith349@example.com,5616 Oak St,91747,1983-02-22,metro,131900.0,0.34,23.4,1,8.7,26100.0,56.5,0,1
APP03076,Alex Wilson,914-95-7147,alex.wilson278@example.com,1678 Cedar Ln,96091,1989-10-20,rural,76900.0,0.614,2.5,0,2.3,20400.0,50.6,1,0
APP03077,Emma Kim,979-52-5494,emma.kim864@example.com,3223 Cedar Ln,90434,1991-03-01,metro,58000.0,0.409,7.5,0,2.7,13900.0,43.5,1,0
APP03078,James Garcia,995-19-7906,james.garcia589@example.com,2076 Lakeview Blvd,91108,1990-06-16,metro,40800.0,0.229,6.2,0,10.8,23200.0,31.9,1,0
APP03079,Fatima Brown,946-64-4698,fatima.brown214@example.com,5917 Pine Rd,95939,1962-10-13,rural,72400.0,0.507,18.2,0,19.4,31000.0,59.8,0,0
APP03080,Sofia Ali,965-91-3248,sofia.ali846@example.com,2704 Pine Rd,96145,1999-10-13,rural,44600.0,0.408,10.0,0,1.2,16000.0,70.3,1,0
APP03081,Aisha Garcia,997-44-9853,aisha.garcia373@example.com,2976 Oak St,95967,1953-04-25,rural,80100.0,0.293,5.7,0,7.6,17000.0,60.1,0,1
APP03082,Linh Johnson,900-44-6417,linh.johnson276@example.com,6372 Oak St,90498,1972-04-06,metro,40000.0,0.391,6.8,2,1.4,26000.0,32.4,1,0
APP03083,Mateo Nguyen,907-63-7950,mateo.nguyen514@example.com,2782 Hillcrest Way,91714,1968-10-09,metro,23600.0,0.433,9.3,0,5.0,4400.0,28.1,1,0
APP03084,Emma Davis,979-85-9320,emma.davis578@example.com,3163 Elm Dr,91201,1990-10-23,metro,119000.0,0.184,9.3,0,10.6,2000.0,22.7,0,1
APP03085,Grace Nguyen,938-58-2360,grace.nguyen851@example.com,6475 Elm Dr,96023,1976-03-13,rural,27100.0,0.187,4.2,0,4.2,30300.0,73.0,0,0
APP03086,Alex Singh,930-83-7726,alex.singh809@example.com,5342 Oak St,90769,1993-12-13,metro,92700.0,0.521,7.6,0,11.3,29400.0,18.2,0,0
APP03087,Carlos Singh,959-48-6180,carlos.singh911@example.com,8401 Cedar Ln,90402,1956-02-15,metro,54000.0,0.279,3.6,0,10.9,34400.0,35.2,0,0
APP03088,Aisha Ali,978-88-1965,aisha.ali672@example.com,367 Hillcrest Way,91413,1976-11-04,metro,57400.0,0.431,6.9,1,24.0,11400.0,34.0,1,0
APP03089,Hiro Lopez,903-18-1150,hiro.lopez85@example.com,1433 Oak St,96032,1971-07-14,rural,53200.0,0.224,7.0,0,12.3,21000.0,74.7,0,1
APP03090,Daniel Garcia,983-58-2713,daniel.garcia262@example.com,3073 Hillcrest Way,91219,1976-03-05,metro,73700.0,0.499,15.7,1,7.1,15000.0,32.1,1,0
APP03091,Priya Davis,943-43-6819,priya.davis754@example.com,5614 Hillcrest Way,91887,1962-06-17,metro,49100.0,0.431,11.1,0,4.1,36000.0,52.8,0,1
APP03092,Grace Kim,900-14-5891,grace.kim856@example.com,4403 Pine Rd,91777,1960-07-03,metro,62400.0,0.259,14.1,1,1.9,43600.0,27.5,0,1
APP03093,Aisha Ramirez,914-46-8979,aisha.ramirez761@example.com,5679 Elm Dr,91684,1986-11-25,metro,75700.0,0.372,6.5,0,17.1,34400.0,39.0,0,1
APP03094,Maria Martinez,918-45-7643,maria.martinez363@example.com,4285 Hillcrest Way,90666,1990-12-18,metro,72300.0,0.391,13.1,1,3.7,22500.0,33.9,0,0
APP03095,Kevin Clark,908-95-7001,kevin.clark987@example.com,7717 Oak St,90332,1959-08-16,metro,55600.0,0.459,7.9,0,13.1,17000.0,43.0,1,0
APP03096,Emma Brown,983-97-3377,emma.brown225@example.com,6489 Pine Rd,90552,1978-02-07,metro,38000.0,0.171,15.6,0,5.8,2000.0,35.6,0,1
APP03097,Omar Ali,978-11-7034,omar.ali951@example.com,6164 Hillcrest Way,90499,1999-06-03,metro,43400.0,0.053,5.9,2,0.7,14500.0,40.7,0,1
APP03098,Kevin Ali,906-35-4357,kevin.ali701@example.com,7225 Elm Dr,91974,1976-04-28,metro,44000.0,0.25,11.4,0,20.0,24600.0,41.6,0,1
APP03099,Linh Lee,914-75-3852,linh.lee469@example.com,9637 Oak St,96103,1990-07-21,rural,84700.0,0.368,3.7,0,11.8,19400.0,83.4,1,0
APP03100,Sofia Wilson,925-40-6053,sofia.wilson322@example.com,2326 Maple Ave,90980,1966-04-18,metro,57700.0,0.4,7.4,0,13.7,13200.0,37.2,1,0
APP03101,Sofia Smith,905-62-5898,sofia.smith251@example.com,1230 Lakeview Blvd,96077,1961-01-11,rural,78000.0,0.322,8.8,0,2.6,15300.0,54.5,0,1
APP03102,Kevin Davis,966-11-8572,kevin.davis224@example.com,5608 Cedar Ln,90195,1995-10-16,metro,109700.0,0.3,28.9,0,12.7,16000.0,38.4,0,1
APP03103,Emma Kim,955-55-4884,emma.kim415@example.com,5733 Oak St,96035,1961-09-15,rural,59300.0,0.298,8.5,0,6.3,23200.0,79.2,0,1
APP03104,Omar Smith,912-96-3200,omar.smith316@example.com,8478 Lakeview Blvd,91836,1986-05-01,metro,72000.0,0.371,1.2,0,24.2,17700.0,33.9,0,1
APP03105,Chloe Patel,935-92-8544,chloe.patel197@example.com,7519 Cedar Ln,90621,1995-02-01,metro,31300.0,0.203,20.6,0,5.1,27500.0,29.7,0,1
APP03106,Daniel Singh,997-18-5461,daniel.singh793@example.com,4281 Maple Ave,95965,2001-10-20,rural,88500.0,0.363,26.8,0,5.4,30200.0,83.9,0,1
APP03107,Olivia Ramirez,967-22-8963,olivia.ramirez372@example.com,5630 Lakeview Blvd,96161,1967-02-11,rural,112000.0,0.389,20.2,0,9.7,8200.0,77.9,0,1
